Review,Label,sentiment,sentiment label,srl label
it's a cheap way to get a lot more out of an older pc when you can't afford to buy a new one,"{'PRED': [8], 'PROD1': [0], 'ASP': [17], 'PROD2': [13]}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
after more than doubling my memory  i was not able to see much speed increase,"{'PRED': [1], 'PROD1': [], 'ASP': [13], 'PROD2': [5]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 2 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
we needed more ram to help our computer run more efficiently and faster,"{'PRED': [2], 'PROD1': [3], 'ASP': [12], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 1 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it grabs a significantly larger viewing area so i'm able to capture floor to ceiling shots providing a more professional look to the video,"{'PRED': [9], 'PROD1': [0], 'ASP': [23], 'PROD2': [14]}",POSITIVE,"[0, 1, 0]",[[2 0 0 1 1 0 0 0 0 0 0 0 0 0 4 0 0 0 1 1 0 0 0 3 0 0 0 0 0 0 0 0 0]]
i wanted to be able to use my camera for wider angle shots  but in my opinion  this defect makes the video unusable,"{'PRED': [4], 'PROD1': [], 'ASP': [21], 'PROD2': [8]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0]]
the speakers themselves were a bit larger than my existing sony satellites but almost double the weight,"{'PRED': [6], 'PROD1': [], 'ASP': [16], 'PROD2': [10]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i've tried the bose and sharper image headsets and these are far superior to the sharper image and better than the bose  especially for the price,"{'PRED': [18], 'PROD1': [3], 'ASP': [25], 'PROD2': [21]}",POSITIVE,"[0, 1, 0]",[[0 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0]]
the price is $100 less than bose  so for the price it's not too bad   but i do prefer the bose,"{'PRED': [4], 'PROD1': [], 'ASP': [10], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i'd recommend these phones to anyone  better than bose at 1 3 the price,"{'PRED': [6], 'PROD1': [], 'ASP': [13], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
"not sure if they are as good as the bose ""active"" noise canceling  but for 1 3 of the cost  i couldn't be happier","{'PRED': [6], 'PROD1': [], 'ASP': [11], 'PROD2': [9]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
better than bose  $300  really does cancel out noise like no other,"{'PRED': [], 'PROD1': [], 'ASP': [8], 'PROD2': [2]}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i think these headphones sound better than the bose i do think that they sound a bit better after they've been used for a while,"{'PRED': [5], 'PROD1': [], 'ASP': [18], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it is smaller than a credit card  very thin and weighs nothing,"{'PRED': [2], 'PROD1': [0], 'ASP': [10], 'PROD2': [6]}",NEGATIVE,"[0, 0, 1]",[[2 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
way cheaper than plasma and cheaper than lcd  with all the same  if not better picture,"{'PRED': [1], 'PROD1': [], 'ASP': [7], 'PROD2': [3]}",POSITIVE,"[0, 1, 0]",[[2 1 0 2 0 0 0 0 0 0 0 1 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
perfection fuction  price  design i think  it's better than slr digital camera of higher price i have another digital big  heavy camera which has many fucntional menu,"{'PRED': [7], 'PROD1': [6], 'ASP': [14], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[0 0 3 0 0 0 0 0 0 0 0 4 0 0 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0]]
amazon's price was less than kodak so i purchased it and the battery charger,"{'PRED': [3], 'PROD1': [], 'ASP': [12], 'PROD2': [5]}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
my energy cf70 were good down to 37 hz so the subwoofer was no longer giving the awsome deep affect that it once was,"{'PRED': [4, 5], 'PROD1': [1], 'ASP': [19], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it performs better than any camera you can get at this price,"{'PRED': [2], 'PROD1': [0], 'ASP': [11], 'PROD2': [5]}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i was able to purchase this modem for $30 less than the regular price so i'm very pleased,"{'PRED': [2], 'PROD1': [], 'ASP': [13], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 2 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i was tempted by the card because the ve model has dual display functions  plus it performs faster than the geforce 2 mx in higher resolutions and 32bit color modes,"{'PRED': [17], 'PROD1': [5], 'ASP': [25], 'PROD2': [20]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i was tempted by the card because the ve model has dual display functions  plus it performs faster than the geforce 2 mx in higher resolutions and 32bit color modes,"{'PRED': [17], 'PROD1': [5], 'ASP': [28], 'PROD2': [20]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i looked at other test shots i have taken with few other brands of cameras and they do the same to various degrees except canon which has accurate color representation,"{'PRED': [19], 'PROD1': [], 'ASP': [28], 'PROD2': [24]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 4 0 0 0 3 0 0 0 0]]
the fuji is at least as fast as the canon in starting up and taking pictures another lessor complaint imo is the supplied fuji battery charger,"{'PRED': [6], 'PROD1': [], 'ASP': [24], 'PROD2': [9]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i'll update if i notice that it dies any faster than the previous battery  but for now i'm happy with my purchase  the price and the super quick delivery,"{'PRED': [9], 'PROD1': [6], 'ASP': [23], 'PROD2': [13]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0]]
these seem to be the same as comcast uses   or comcast uses no name cheaper 1s  for the price & the years think of the $ you are saving,"{'PRED': [5], 'PROD1': [], 'ASP': [18], 'PROD2': [10]}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
you won't regret it if you are rich  or want something better from nikon you might wanna wait for 5 megapixel nikon coolpix 5000 which is coming out late november,"{'PRED': [11], 'PROD1': [3], 'ASP': [20], 'PROD2': [13]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0]]
my d50 turns it slower than my d300  and my f100 actually focuses very quickly,"{'PRED': [4], 'PROD1': [1], 'ASP': [12], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
filter size is 77mm  same as my nikkor 70-200mm f 2 8g ed-if af-s vr lens,"{'PRED': [4], 'PROD1': [], 'ASP': [13], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i can access the features i want quickly  and the navigation scroll wheel feels better than an ipod the screen displays pictures well,"{'PRED': [14], 'PROD1': [12], 'ASP': [19], 'PROD2': [17]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i can access the features i want quickly  and the navigation scroll wheel feels better than an ipod the screen displays pictures well,"{'PRED': [14], 'PROD1': [12], 'ASP': [20], 'PROD2': [17]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this cannon charger is so compact that it is easy to keep with the camera  and it seems to charge faster than the cheaper brands as well,"{'PRED': [9], 'PROD1': [2], 'ASP': [20], 'PROD2': [14]}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 0 3 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
amazon's price was 25% less than local camera store msrp price for identical item,"{'PRED': [4], 'PROD1': [], 'ASP': [10], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
my dimage 7 writes a 5 megapixel image faster than my powershot writes a 3 2 megapixel image,"{'PRED': [8], 'PROD1': [1], 'ASP': [16], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
one less are of conflict the card installed easily both physically and software-wise and functions perfectly,"{'PRED': [1], 'PROD1': [], 'ASP': [14], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i also found this camera easier to load tape and battery than my old hitachi hi-8,"{'PRED': [5], 'PROD1': [4], 'ASP': [10], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i was pretty disappointed to find out i have to spend an additional $25 to upgrade to tivo desktop plus to be able to convert the videos into  mp4 format,"{'PRED': [12], 'PROD1': [], 'ASP': [26], 'PROD2': [17]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0]]
this was also a very good purchase on amazon as bb was significantly more expensive,"{'PRED': [5], 'PROD1': [8], 'ASP': [14], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 1 0 0 2 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i bought the wireless adapter and was able to connect to the tivo service through my home network  at an even faster rate than through the phone,"{'PRED': [7], 'PROD1': [4], 'ASP': [21], 'PROD2': [12]}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 3 0 0 0 0 4 0 0 0 0 0 0]]
also lets you use more of the tivo features such as amazon video on demand  blockbuster  watching podcasts  etc,"{'PRED': [4], 'PROD1': [], 'ASP': [12], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 1 0 0 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the picture is 95% as good as the vega  but much more screen   i watch alot of letterboxed movies,"{'PRED': [5], 'PROD1': [], 'ASP': [12], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i watch a dvd and still get 2 hours more of battery life afterwards,"{'PRED': [9], 'PROD1': [3], 'ASP': [13], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
a  it retails for much less than the bose and b  it can be purchased online for far less money than the actual retail price,"{'PRED': [4, 5], 'PROD1': [1], 'ASP': [24], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0]]
plus i was able to purchase it on amazon at a much lower price than i could anywhere else,"{'PRED': [3], 'PROD1': [], 'ASP': [13], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 2 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
even though the picture quality looks no different from 30d  i feel that the camera delivers much better auto-focus effect and the speed,"{'PRED': [7], 'PROD1': [], 'ASP': [22], 'PROD2': [9]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
picture quality is better than the panasonic and you get at least 5x zoom,"{'PRED': [3], 'PROD1': [], 'ASP': [13], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[3 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
but given that the isight costs more than any competing wired webcam  we had hoped buyers wouldn't need to spend even more on third-party utilities to get full functionality,"{'PRED': [6], 'PROD1': [4], 'ASP': [28], 'PROD2': [11]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 2 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 0 0 0]]
not as good as a f2  or even an fm  viewfinder  but a lot better than stock,"{'PRED': [], 'PROD1': [], 'ASP': [10], 'PROD2': [5]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the software makes it so easy to rip cds and create playlists the device works flawlessly and produces tremendous sound for its size,"{'PRED': [4, 5], 'PROD1': [3], 'ASP': [22], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]]
it is smaller than a credit card and as thick as a aa battery,"{'PRED': [2], 'PROD1': [0], 'ASP': [13], 'PROD2': [6]}",NEGATIVE,"[0, 0, 1]",[[2 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the definition  and black level detail in the toshiba sd-1200 is better than any other dvd player in that price range,"{'PRED': [11], 'PROD1': [8], 'ASP': [19], 'PROD2': [15]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0]]
the packaging rocks  the documentation rocks  the interface  at face value  rocks the size is the same as any other jukebox of the same size,"{'PRED': [16], 'PROD1': [7], 'ASP': [24], 'PROD2': [20]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
ive found that many of the pc versions are larger and have less battery time,"{'PRED': [3], 'PROD1': [], 'ASP': [13], 'PROD2': [6]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 2 3 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the form factor on the mp3 player is better than other mp3 players that have the same storage capacity,"{'PRED': [8], 'PROD1': [5], 'ASP': [17], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the 8gb is more than 2x as expensive  and the ratio increases exponentially from there  which is bad for your wallet  great buy  performance and value,"{'PRED': [3], 'PROD1': [], 'ASP': [7], 'PROD2': [5]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 1 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
a guy i know upgraded to a more expensive cable and sold me these for half price  but $3 400 is still expensive,"{'PRED': [4], 'PROD1': [], 'ASP': [22], 'PROD2': [9]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 1 0 0 1 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
a guy i know upgraded to a more expensive cable and sold me these for half price  but $3 400 is still expensive,"{'PRED': [4], 'PROD1': [], 'ASP': [16], 'PROD2': [9]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 1 0 0 1 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i purchased charger at same time of battery purchase belive me it's everything it's supposed to be just plug it in  snap in battery and in about 1hr 45 min,"{'PRED': [4], 'PROD1': [2], 'ASP': [23], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
a technician friend used a similar tool to analyze a hdd for me and recommended i get one because it's so reasonably priced and useful in so many instances,"{'PRED': [5], 'PROD1': [6], 'ASP': [22], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0]]
it might be better to use the barlow lens and a larger objective to realize similar magnification,"{'PRED': [3], 'PROD1': [0], 'ASP': [16], 'PROD2': [7]}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
most of the functionality  for my purposes  remains  but i expect more out of a remote in this higher price range,"{'PRED': [11], 'PROD1': [], 'ASP': [19], 'PROD2': [15]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i like the smaller than average mouse size  the way it feels with the rubber grips on the sides  and the ease of putting in batteries,"{'PRED': [3], 'PROD1': [], 'ASP': [15], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
very easy to dub vhs tapes to dvd-r or dvd-rw  just like the older go video vhs only dubbing dual decks,"{'PRED': [1], 'PROD1': [], 'ASP': [15], 'PROD2': [4]}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
of course i have the same grip with makers of tv remotes  recorders  auto windshield wiper controls  ac controls and music systems of all kinds structural,"{'PRED': [5], 'PROD1': [6], 'ASP': [16], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 1 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
there is no reason they could not have put it in the same place as every other keyboard  there is no other function   symbol there i am just amazed,"{'PRED': [12], 'PROD1': [9], 'ASP': [22], 'PROD2': [17]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]]
their customer service representative was not helpful and wanted me to spend more money to get a new battery  because my battery lasted just past my year warranty,"{'PRED': [12], 'PROD1': [], 'ASP': [21], 'PROD2': [18]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
speed amost the same as my dell p4 3 2ht  dell beat by a few points in the benchmark test but didn't get it for speed,"{'PRED': [3], 'PROD1': [], 'ASP': [25], 'PROD2': [6]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the battery holds a charge for weeks at a time  has the same effective capacity as the leica branded battery  in terms of exposures per charge,"{'PRED': [12, 13], 'PROD1': [1], 'ASP': [19], 'PROD2': [17]}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it's more of a purplish mauve raspberry color,"{'PRED': [1], 'PROD1': [0], 'ASP': [7], 'PROD2': [5]}",NEGATIVE,"[0, 0, 1]",[[2 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i bought this because it uses the same type of memory stick cards and has a optical viewfinder which is important to me useful in bright lighting conditions,"{'PRED': [7], 'PROD1': [4], 'ASP': [17], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it acts just like you would expect  navigation is the same as the ipod and the screen art downloads once the song is played,"{'PRED': [10], 'PROD1': [0], 'ASP': [16], 'PROD2': [13]}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it has almost same features as this camera  takes excellent pictures  and is almost 1 2 the price,"{'PRED': [2, 3], 'PROD1': [0], 'ASP': [17], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[2 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
if you have a something bigger than nikon d200 pro s5  you may consider getting the bigger version,"{'PRED': [5], 'PROD1': [], 'ASP': [17], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this kit took it out in less than 10 seconds the rocket blower works great too when dealing with those little dusts that gets in the sensor,"{'PRED': [6], 'PROD1': [1], 'ASP': [26], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0]]
this works as good as the olympus oem product that came withthe camera at less than half the price,"{'PRED': [3], 'PROD1': [0], 'ASP': [18], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
but if you require more out of an palm one device with more memory & features please check out the palm one zire 31 instead,"{'PRED': [4], 'PROD1': [], 'ASP': [13], 'PROD2': [8]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 1 0 0 0 2 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the quality of the pictures at night are a bit worse than sony p10  sony p10 also has good zooming   but a lot better than most previous sony digicam,"{'PRED': [10], 'PROD1': [], 'ASP': [19], 'PROD2': [15]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the picture is better than my viewsonic at work and the price was right too,"{'PRED': [3], 'PROD1': [], 'ASP': [11], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
you don't need more than 2 1 megapixel for decent resolution unless you're doing huge blow-ups of photographs,"{'PRED': [3], 'PROD1': [], 'ASP': [10], 'PROD2': [7]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it's better than an extension cable  because the weighted base keeps it from sliding around,"{'PRED': [1], 'PROD1': [0], 'ASP': [8], 'PROD2': [5]}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
rather than returning it  i was able to determine which fan it was  it has 3 by it spinning down much faster than the other two when powered off,"{'PRED': [6], 'PROD1': [3], 'ASP': [21], 'PROD2': [10]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0]]
over all it's cheaper than other laptop coolers but maybe spring for a 5 dollar more expensive one and it will be more travel worthy,"{'PRED': [3], 'PROD1': [2], 'ASP': [16], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[0 0 2 1 0 0 2 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the setup of this was easier than setting up a computer to be on your network and configuring a video phone is a lot more exciting then a boring computer,"{'PRED': [5], 'PROD1': [3], 'ASP': [19], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0]]
worse yet  since my paper is larger than the bed  i get a darker border up the edges of the image where it doesn't lie flush to the glass,"{'PRED': [6], 'PROD1': [], 'ASP': [13], 'PROD2': [9]}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
you could do a lot worse than this scanner  especially at this price,"{'PRED': [5], 'PROD1': [], 'ASP': [12], 'PROD2': [8]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 1 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
